model_id,model_make_id,model_name,model_trim,model_year,model_body_style,model_engine_position,model_engine_cc,model_engine_num_cyl,model_engine_type,mode_engine_valves_per_cyl,model_engine_power_ps,model_engine_power_rpm,model_engine_torque_nm,model_engine_torque_rpm,model_engine_bore_mm,model_engine_stroke_mm,model_engine_compression,model_engine_fuel,model_top_speed_kph,model_0_to_100_kph,model_drive,model_transmission_type,model_seats,model_doors,model_weight_kg,model_length_mm,model_width_mm,model_height_mm,model_wheelbase,model_lkm_hwy,model_lkm_mixed,model_lkm_city,model_fuel_cap_l,model_sold_in_us,model_co2,model_make_display
13649,ford,LTD,,1975,,Front,5763,8,in-line,,,,515,3200,,,,Gasoline,,,Rear,Automatic,,,1880,5180,1910,1410,3080,,,,,1,,Ford
13650,ford,Granada,2800i Ghia,1977,,Front,2792,6,V,,162,5200,220,4300,93.1,68.5,9.2:1,,,,Rear,Manual,5,4,1417,4660,1800,1390,2780,,,,65,1,,Ford
13651,ford,Puma,,2002,Coupe,Front,1560,4,in-line,4,101,5750,146,4000,79,81.4,11.0:1,Gasoline,,,Front,Manual,4,2,1035,4020,1680,1350,2450,,,,45,0,,Ford
13652,ford,Excursion,,2005,SUV,Front,5405,8,V,,256,4500,474,2500,,,,Gasoline,,,4WD,Automatic,9,4,3215,5760,2040,2040,3510,,11.8,,167,1,,Ford
13653,ford,FPV BF GT,,2005,,Front,5407,8,V,4,394,5500,520,4500,90.2,105.8,10.5:1,,,,Rear,Manual,5,4,1855,4950,2150,,2840,,,,68,0,,Ford
13654,ford,Focus,2.0 16V Trend,2006,,Front,1988,4,in-line,4,131,5500,178,4500,84.8,88,10.0:1,Gasoline - Premium,201,9.2,Front,Manual,5,5-Mar,1213,4300,1710,1490,2620,,8.6,,55,1,,Ford
13655,ford,Courier,,1990,,Front,1299,4,in-line,,,,,,,,,Gasoline,,,Front,Manual,,,,,,,,,,,,1,,Ford
13656,ford,Fiesta,1.6 Ghia,2008,Hatchback,Front,1596,4,in-line,4,,,146,4000,,,11.0:1,Gasoline,188,12.8,Front,Manual,5,5,1152,4440,,1570,2490,,6.1,,45,0,,Ford
13657,ford,Flex,SE,2009,Crossover,Front,3496,6,V,4,266,6250,336,4500,,,10.8:1,Gasoline,,,Front,Automatic,7,5,966,5130,1930,1730,3000,10,12.5,14,70,1,,Ford
13658,ford,Fairlane,,1988,,Front,4089,6,in-line,,140,3750,304,2400,,,,Gasoline,,,Rear,Manual,,,1630,5020,1870,1370,2950,,,,,1,,Ford
13659,ford,Mustang,Bullitt,2008,Coupe,Front,4605,8,V,3,319,6000,441,4250,90,90,9.8:1,Gasoline,225,,Rear,Manual,4,2,,,1890,,,,,,,1,,Ford
13660,ford,Monarch,,1978,,Front,4122,6,V,,,,,,,,,Gasoline,,,Rear,Automatic,4,,1460,5030,1900,1360,2800,,,,,1,,Ford
13661,ford,17,M,1958,,Front,1698,4,in-line,2,60,4250,129,3000,84,76.6,7.1:1,Gasoline,,,Rear,Manual,5,2,1115,4380,1680,1520,2610,,,,55,1,,Ford
13662,ford,Fairlane,,1994,,Front,3983,6,in-line,,208,4900,357,3000,92.3,99.3,,Gasoline,,,Rear,Manual,5,,1580,5230,1860,1420,2930,,,,,1,,Ford
13663,ford,Thunderbird,,1991,,Front,3791,6,in-line,,140,3800,291,2400,96.9,86,,Gasoline,,,Rear,,4,2,1610,5050,1850,1350,2880,,,,45,1,,Ford
13664,ford,Escort,1.6 D,1986,Hatchback,Front,1608,4,in-line,2,54,4800,97,3000,,,,Diesel,,,Front,Manual,5,5-Mar,870,4050,1650,1380,2410,,,,,1,,Ford
13665,ford,Contour,,1999,Sedan,Front,1989,4,in-line,4,130,5500,175,4000,,,10.0:1,Gasoline,,,Front,Manual,5,4,1242,4680,1760,1380,2710,,,,,1,,Ford
13666,ford,Taurus,Limited,2008,Sedan,Front,3496,6,V,4,267,6251,338,4501,,,,,,,Front,Automatic,5,4,1110,5130,1900,1570,2870,8.4,10.7,13.1,78,1,,Ford
13667,ford,Cortina,1300 Estate,1971,,Front,1298,4,in-line,,57,5500,91,3000,,,9.0:1,Gasoline,,,Rear,Manual,5,4,1040,4280,1710,1330,2590,,,,87,1,,Ford
13668,ford,Mondeo,,1996,Sedan,Front,1597,4,in-line,4,90,5250,136,3500,76,88,,Gasoline,179,,Front,Manual,5,4,1220,4560,1760,1380,2610,,,,61,0,,Ford
13669,ford,Ka,Royal,2006,Hatchback,Front,1299,4,in-line,2,70,5600,106,3000,74,75.5,10.0:1,Gasoline - Premium,167,14.1,Front,Manual,4,3,962,3630,1650,1420,2450,,6,,40,0,,Ford
13670,ford,Focus,1.6 Ti-VCT Trend,2009,Sedan,Front,1596,4,in-line,4,115,6000,155,4150,79,81.4,11.0:1,Gasoline - Premium,190,11.1,Front,Manual,5,4,1175,4390,1710,1490,2620,,6.4,,55,1,,Ford
13671,ford,Popular,,1955,,Front,1172,4,in-line,2,26,4000,63,2400,,,,Gasoline,,,Rear,Manual,,,735,3880,1440,1630,2300,,,,,1,,Ford
13672,ford,Fiesta,1.1,1994,,Front,1118,4,in-line,,50,5200,83,3000,,,,Gasoline,,,Front,,5,,820,3750,1610,1330,2450,,,,,0,,Ford
13673,ford,Excursion,4x4 XLS 5.4,2005,SUV,Front,5408,8,V,2,259,6000,475,,90,106,9.0:1,,,,4WD,Automatic,9,4,3215,5760,2040,2040,3490,,,,167,1,,Ford
13674,ford,Granada,MK II,1979,,Front,1699,4,V,,,,,,,,,Gasoline,,,Rear,Manual,5,,1170,4630,1750,1390,2780,,,,,1,,Ford
13675,ford,Ranger,,1983,Pickup,Front,2300,4,in-line,,111,4800,,,,,,Gasoline,,,4WD,Manual,,,,4690,,,,,,,,1,,Ford
13676,ford,Capri,II,1974,Coupe,Front,1298,4,in-line,,54,5500,85,3000,79,66,,Gasoline,,,Rear,Manual,5,2,985,4300,1710,1370,2570,,,,,1,,Ford
13677,ford,Focus,C-Max 1.6 Ti-VCT Ambiente,2009,,Front,1596,4,in-line,4,115,6000,155,4150,79.1,81.4,11.0:1,Gasoline - Premium,,11.9,Front,Manual,5,5,1452,4340,1830,1610,2650,,6.6,,53,1,,Ford
13678,ford,Explorer,,1994,SUV,Front,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,Ford
13679,ford,Ikon,1.4 TDCi Trend,2008,Sedan,Front,1399,4,in-line,2,68,4000,110,2000,73.7,82,,Diesel,165,15.4,Front,Manual,5,4,1150,3920,1690,1440,2490,,5.5,,45,0,,Ford
13680,ford,Thunderbird,,2004,,Front,3934,8,V,4,252,6000,388,4000,,,,Gasoline,,,Rear,Automatic,2,2,1745,4740,1840,1330,2760,,,,59,1,,Ford
13681,ford,E-250,Extended,2009,Van,Front,4606,8,V,2,228,4800,388,3500,,,,,,,Rear,Automatic,2,4,966,6030,2020,2140,3510,12.4,14.7,15.7,132,1,,Ford
13682,ford,E-350,Super Duty,2008,Van,Front,5409,8,V,2,259,4500,475,2500,,,,,,,Front,Automatic,2,5,1107,5520,2020,2120,3510,,5.4,,132,1,,Ford
13683,ford,Mustang,V6,2004,Coupe,Front,4009,6,V,2,214,5250,310,3500,100.4,84.4,9.7:1,,,,Rear,Manual,4,2,1520,4770,1880,1410,2840,,,,60,1,,Ford
13684,ford,Bantam,1.3i XLT,2009,Pickup,Front,1295,4,in-line,2,75,,110,3000,74,75.5,10.2:1,Gasoline,158,12.9,Front,Manual,2,2,1020,4280,1470,1640,2670,,8.8,,54,0,,Ford
13685,ford,Capri,,1977,Coupe,Front,1294,4,in-line,,54,5500,87,3000,,,8.0:1,Gasoline,,,Rear,,2,2,1010,4290,1710,1360,2560,,,,,1,,Ford
13686,ford,Escort,RS Turbo,1985,Hatchback,Front,1597,4,in-line,,134,5750,180,2750,80,79.5,8.2:1,,196,,Front,Manual,5,3,1080,4070,1840,1360,2410,,,,,1,,Ford
13687,ford,Scorpio,2.5 D Clipper,1993,,Front,2499,4,in-line,,116,4200,271,2200,,,,Diesel,,,Rear,Manual,5,,,4670,1770,1440,2770,,,,,0,,Ford
13688,ford,Scorpio,Clipper,1994,,Front,1998,4,in-line,,117,5500,160,4000,90.8,77,9.2:1,Gasoline,,,Rear,Manual,5,,1315,4670,1770,1440,2770,,,,,0,,Ford
13689,ford,Maverick,2.7 TD GLX 4x4,2005,,Front,2699,4,in-line,,116,6250,160,,,,,Diesel,,,4WD,Automatic,,4,1515,,,,2490,,,,45,0,,Ford
13690,ford,Expedition,,2004,SUV,Front,4604,8,in-line,,241,4750,398,3500,,,,Gasoline,,,4WD,Automatic,9,5,2360,5200,2010,1950,3030,,,,45,1,,Ford
13691,ford,Granada,MK III Station Wagon,1981,Station Wagon,Front,1993,4,in-line,,99,5500,151,3800,,,,Gasoline,,,Rear,Manual,5,,1300,4890,1820,1430,2780,,,,,1,,Ford
13692,ford,Escort,,1988,,Front,1859,4,in-line,,90,4600,145,3400,,,,Gasoline,,,Front,,5,,1025,4300,1680,1370,2400,,,,,1,,Ford
13693,ford,Thunderbird,7,1962,,Front,6964,8,V,2,350,5600,,,,,,Gasoline,,,Rear,,,2,1875,5210,1930,1340,2880,,,,40,1,,Ford
13694,ford,Escort,1.8i Estate,1992,Station Wagon,Front,1796,4,in-line,,107,5500,153,4000,80.6,88,10.0:1,,187,11.1,Front,Manual,5,5,1140,4270,1700,1420,2530,,,,55,1,,Ford
13695,ford,Capri,,1976,Coupe,Front,1294,4,in-line,,55,,87,3000,79.1,66,8.0:1,Gasoline,,,Rear,,2,2,1010,4290,1710,1360,2560,,,,,1,,Ford
13696,ford,Fusion,V6 SEL,2009,Sedan,Front,2965,6,V,4,224,6250,278,4800,,,10.8:1,Gasoline,,,Front,Automatic,5,4,966,4840,1840,1460,2730,9.1,11.2,13.1,66,1,,Ford
13697,ford,Econoline,,2001,Van,Front,4194,6,in-line,,200,4700,338,2700,,,,Gasoline,,,Rear,,,,2325,5390,2020,2060,3510,,,,,1,,Ford
13698,ford,Corsair,,1969,,Front,1498,4,in-line,2,60,,101,2300,81,72.7,10.5:1,Gasoline,,,Rear,Manual,5,2,885,4500,1620,1460,2570,,,,125,1,,Ford
13699,ford,Mondeo,2.5 V6 Trend,2005,Station Wagon,Front,2495,6,V,4,170,5750,220,4250,81.6,79.5,10.0:1,Gasoline - Premium,225,8.6,Front,,5,5,1458,4740,1820,1420,2730,,10.3,,59,0,,Ford
13700,ford,Falcon,XR 8,2000,Sedan,Front,4942,8,V,2,272,5000,420,3750,101.6,76.2,9.1:1,,,,Rear,Manual,5,4,1298,4910,1880,1440,2800,,,,68,0,,Ford
13701,ford,Laser,,1991,,Front,1597,4,in-line,4,87,6000,123,3100,,,,Gasoline,,,Front,Manual,5,,1005,4280,1700,1380,2510,,,,,0,,Ford
13702,ford,Vedette,,1952,,Front,2157,8,V,2,67,4400,122,2500,,,,Gasoline,,,Rear,Manual,5,,1125,4680,1730,1530,2700,,,,,1,,Ford
13703,ford,Escape,,2009,SUV,Front,2486,4,in-line,4,171,6000,171,4500,,,9.7:1,,,,Front,Manual,5,5,,,1810,,,8.4,,10.7,,1,,Ford
13704,ford,Scorpio,Clipper,1996,,Front,1991,4,in-line,,120,5500,172,4500,83,92,9.0:1,Gasoline,,,Rear,,5,,1236,4830,1880,1440,,,,,,0,,Ford
13705,ford,Escort,,1986,Hatchback,Front,1117,4,in-line,2,50,5000,83,2700,,,,Gasoline,140,,Front,Manual,5,5-Mar,790,4050,1650,1380,2610,,,,48,1,,Ford
13706,ford,Zodiac,,1960,,Front,2552,6,in-line,2,77,4400,187,2000,82.6,79.5,8.9:1,Gasoline,,,Rear,,5,4,1191,4600,1760,1520,2720,,,,50,1,,Ford
13707,ford,Granada,MK III,1985,,Front,1593,4,in-line,,75,5500,119,3200,81,77.6,,Gasoline,,,Rear,Manual,5,,1235,4780,1810,1430,2780,,,,,1,,Ford
13708,ford,Tempo,,1990,,Front,2307,4,in-line,,97,4400,175,2200,93.5,84,9.0:1,Gasoline,,,Front,,5,,1150,4480,1740,1340,2540,,,,,1,,Ford
13709,ford,Freestyle,Limited,2006,Crossover,Front,2981,6,V,,206,5750,281,4500,,,,,,,Front,,6,5,2856,5080,1900,1680,2870,8.7,10.2,11.8,72,1,,Ford
13710,ford,Escort,1100,1968,Hatchback,Front,1117,4,in-line,,55,5700,82,4000,74,65,9.0:1,,146,,Front,Manual,5,3,810,3980,1650,1390,2400,,,,40,1,,Ford
13711,ford,Crown Victoria,,1980,Sedan,Front,4186,8,in-line,,120,3800,262,2200,,,,Gasoline,,,Rear,Automatic,5,4,1630,5320,1980,1390,2910,,,,,1,,Ford
13712,ford,Mustang,GT,2004,Coupe,Front,4599,8,V,3,304,5750,434,4500,90.2,90,9.8:1,,,,Rear,Manual,4,2,1565,4780,1880,1410,2760,,,,60,1,,Ford
13713,ford,Fiesta,2.0 ST,2007,Hatchback,Front,1999,4,in-line,2,150,6000,190,4500,87.5,83.1,10.8:1,Gasoline - Premium,208,8.4,Front,Manual,5,3,1137,3930,1690,1470,2490,,7.4,,45,0,,Ford
13714,ford,Festiva,1.3,1992,,Front,1323,4,in-line,,60,5000,99,3000,74,75.5,,Gasoline,,,Front,,5,,810,3580,1610,1410,2300,,,,,1,,Ford
13715,ford,Orion,,1982,Sedan,Front,1297,4,in-line,,69,6000,100,3500,,,9.5:1,Gasoline,,,Front,Manual,5,4,895,4220,1650,1350,2410,,,,55,1,,Ford
13716,ford,Fusion,V6 SE 4WD,2007,Sedan,Front,2967,6,V,4,224,6250,278,4800,,,10.0:1,Gasoline - Premium,,,4WD,Automatic,5,4,,4840,1840,1460,2730,9.1,11.2,12.4,66,1,,Ford
13717,ford,Taunus,12M,1962,,Front,1183,4,in-line,2,39,4500,,2400,,,,Gasoline,,,Rear,,5,,845,4250,1600,1460,2530,,,,,1,,Ford
13718,ford,Bronco,,1978,SUV,Front,4917,6,in-line,,,,,,,,,Gasoline,,,,,,,2004,4520,1970,,2670,,,,,1,,Ford
13719,ford,F-150,Regular Cab,2009,Pickup,Front,4606,8,V,2,251,4750,400,4000,,,,Gasoline,,,Rear,Automatic,3,2,966,5420,2010,1900,3200,12.4,14.7,16.8,98,1,,Ford
13720,ford,Mondeo,3.0 V6 ST 220,2007,Station Wagon,Front,2967,6,V,4,226,6000,285,4900,89,79.5,10.0:1,Gasoline - Premium,249,7.6,Front,,5,5,1458,4740,1820,1420,2760,,10.4,,59,0,,Ford
13721,ford,Escort,Turnier,1978,,Front,939,4,in-line,,46,6000,60,4500,,,,Gasoline,,,Rear,Manual,5,,875,3980,1600,1390,2410,,,,,1,,Ford
13722,ford,Granada,2.3 MK II,1977,,Front,2293,6,in-line,,,,,,,,,Gasoline,,,Rear,,,,1295,4630,1750,1390,2780,,,,,1,,Ford
13723,ford,Taurus,Wagon,2004,Station Wagon,Front,2967,6,V,2,155,4900,251,3950,,,9.7:1,Gasoline,,,Front,Automatic,6,5,1585,5030,1860,1430,2730,9.1,10.7,12.4,68,1,,Ford
13724,ford,Escape,Limited,2006,SUV,Front,2999,6,V,4,203,6000,262,4850,89,80,10.0:1,,,,Front,,5,5,1220,4450,1790,1780,2630,9.8,10.7,11.8,62,1,,Ford
13725,ford,Capri,1.3,1984,Coupe,Front,1298,4,in-line,,73,5750,98,4500,,,,Gasoline,,,Rear,Manual,5,2,990,4400,1700,1330,2570,,,,60,1,,Ford
13726,ford,Fiesta,1.4 Trend,2007,Hatchback,Front,1388,4,in-line,4,82,5500,128,3500,76,76.5,11.0:1,Gasoline,165,14.7,Front,Manual,5,3,1116,3920,1910,1420,2490,,5.3,,45,0,,Ford
13727,ford,GT,,2008,Coupe,Front,5408,8,V,4,500,6000,678,4500,90.2,105.8,8.4:1,Gasoline - Premium,305,3.9,Rear,Manual,2,2,1520,4650,1960,1130,2720,,,,66,1,,Ford
13728,ford,Territory,4.0 Ghia Automatic 4WD,2007,Crossover,Front,3984,,,4,247,5000,380,3250,,,9.7:1,Gasoline,175,9.6,4WD,Automatic,5,5,2015,4860,1720,1900,2850,,13.5,,76,0,,Ford
13729,ford,Focus,2.0 TDCi Ghia,2008,Sedan,Front,1997,4,in-line,4,,,320,2000,85,88,,Diesel,205,9.7,Front,Manual,5,4,1383,4490,2000,1450,2650,,5.6,,55,1,,Ford
13730,ford,Ka,Sportka,2004,Hatchback,Front,1598,4,in-line,2,95,5500,135,4250,82.1,75.5,10.0:1,Gasoline - Premium,174,,Front,Manual,4,3,1019,3660,1650,1440,2490,,7.6,,40,0,,Ford
13731,ford,Crown Victoria,LX,2004,Sedan,Front,4605,8,V,2,227,6000,343,,90,90,,,,,Rear,Automatic,6,4,1840,5390,1990,1490,2920,9.4,11.8,13.8,72,1,,Ford
13732,ford,Capri,III 2.0,1978,Coupe,Front,1993,4,in-line,,98,5700,151,3500,86.1,86.1,,Gasoline,,,Rear,Manual,4,2,1032,4380,1710,1370,2570,,,,,1,,Ford
13733,ford,Focus,2.0 TDCi Si,2009,Sedan,Front,1996,4,in-line,4,136,4000,320,2000,85,88,18.0:1,Diesel,205,9.4,Front,Manual,5,4,1000,4490,2000,1450,2650,,5.6,,55,1,,Ford
13734,ford,Mustang,GT Deluxe Coupe,2006,Coupe,Front,4605,8,V,4,304,5750,434,4500,90.2,90,,,,,Rear,,4,2,1478,4770,1890,1390,2730,9.4,11.8,13.8,61,1,,Ford
13735,ford,Aerostar,,1989,Minivan,Front,2979,6,V,,145,4800,224,3600,88.9,78.7,,Gasoline,,,Rear,,,4,1410,4450,1830,1860,3030,,,,,1,,Ford
13736,ford,Ka,,2003,Hatchback,Front,1294,4,in-line,2,74,6150,110,3000,74,75.5,10.0:1,Gasoline,167,14.1,Front,Manual,4,3,870,3630,1640,1420,2620,,11.8,,42,0,,Ford
13737,ford,Festiva,1.3,1987,,Front,1324,4,in-line,,63,5000,99,3000,74,75.5,,Gasoline,,,Front,,,,810,3580,1610,1410,2300,,,,,1,,Ford
13738,ford,Torino,4.1,1972,,Front,4092,6,in-line,,97,3600,250,1600,93.5,99.3,8.0:1,Gasoline,,,Rear,Manual,5,4,1650,5470,2020,1340,2760,,,,87,1,,Ford
13739,ford,Escort,1600 Ghia,1975,Coupe,Front,1598,4,in-line,,85,5500,125,3500,81,77.6,9.0:1,,,,Rear,Manual,5,2,955,4060,1600,1370,2410,,,,40,1,,Ford
13740,ford,Galaxy,,2005,Minivan,Front,1998,4,in-line,2,115,5700,180,2300,86,86,10.0:1,Gasoline,,,Front,Manual,,5,1590,4620,1820,1740,2830,,,,70,0,,Ford
13741,ford,Orion,,1985,Sedan,Front,1297,4,in-line,,69,6000,101,3500,80,64.5,,Gasoline,,,Front,Manual,5,4,895,4200,1650,1350,2410,,,,55,1,,Ford
13742,ford,Escort,Turnier,1977,,Front,937,4,in-line,,46,6000,60,4500,,,,Gasoline,,,Rear,Manual,5,,875,3980,1600,1390,2410,,,,,1,,Ford
13743,ford,Laser,1.8,1998,,Front,1796,4,in-line,4,115,6000,168,4000,83,83.1,9.0:1,Gasoline,,,Front,Manual,,4,1145,4260,1710,1420,2650,,,,53,0,,Ford
13744,ford,Probe,GT,1995,Coupe,Front,2507,6,V,4,,,218,,84.6,74.2,,,,,Front,Manual,4,2,1345,4550,1780,1320,2620,,,,55,1,,Ford
13745,ford,Granada,2.3 MK III,1981,,Front,2294,6,in-line,,114,5300,177,3000,90,60.1,,Gasoline,,,Rear,Manual,,,1275,4780,1810,1430,2780,,,,,1,,Ford
13746,ford,Taurus,Wagon 2.5,1989,Station Wagon,Front,2513,4,in-line,,90,4400,176,2600,,,,Gasoline,,,Front,,5,5,1400,4910,1800,1420,2700,,,,,1,,Ford
13747,ford,Escape,Limited,2004,SUV,Front,2967,6,V,4,213,6150,271,,89,80,10.0:1,,,,Front,,5,5,1518,4400,1790,1760,2630,9.4,11.2,12.4,61,1,,Ford
13748,ford,Focus,1.8 TDDi Viva,2004,Sedan,Front,1789,4,in-line,2,90,4000,200,2000,82.5,82,19.0:1,Diesel,180,,Front,Manual,5,4,1298,4390,1710,1490,2670,,5.6,,55,1,,Ford
13749,ford,Capri,1.6,1986,Coupe,Front,1591,4,in-line,,,,,,,,,Gasoline,,,Rear,Manual,4,2,1040,4380,1700,1330,2570,,,,,1,,Ford
13750,ford,12 M,,1954,,Front,1172,4,in-line,2,38,4250,,,,,,Gasoline,,,Rear,Manual,,,,4070,1590,1560,2500,,,,,1,,Ford
13751,ford,Focus,2.0 Viva,2005,,Front,1997,4,in-line,4,130,5500,178,4500,,,10.0:1,Gasoline - Premium,196,9.2,Front,Manual,5,3,1213,4300,1710,1490,2580,,8.6,,55,1,,Ford
13752,ford,Thunderbird,,1954,,Front,5114,8,V,,228,4600,,,96.5,87.4,9.0:1,,187,,Rear,,4,2,1578,4460,1790,,2600,,,,,1,,Ford
13753,ford,Escort,1.4,1986,,Front,1392,4,in-line,2,76,,109,4000,77.1,74,9.5:1,Gasoline,,,Front,Manual,5,5,895,4090,1650,1400,2500,,,,54,1,,Ford
13754,ford,Ranger,2.5 TD Super Cab XLT,2006,Pickup,Front,2499,4,in-line,3,110,3500,257,2000,,,19.8:1,Diesel,,,Rear,Manual,2,4,1715,4670,,1350,3010,,6.1,,82,1,,Ford
13755,ford,Anglia,,1957,,Front,1172,4,in-line,2,31,4500,71,2150,63.5,92.5,,Gasoline,,,Rear,Manual,5,2,740,3810,1550,1500,2220,,,,,1,,Ford
